,Lot Area,Year Built,Year Remod/Add,Exter Qual,1st Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Type,Garage Cars,Porch SF,SalePrice
1106,10542,1993,1994,4,1325,2418,2,3,4,1,1,3.0,370,341000
1107,10010,1993,1994,4,1108,2197,2,4,4,1,1,3.0,99,287500
1108,10944,1994,1994,4,1223,2127,2,3,4,2,1,2.0,132,271000
1109,14303,1994,1994,4,1987,1987,2,2,4,1,1,2.0,36,301500
1110,11932,2007,2008,4,1580,1580,2,3,4,0,1,3.0,24,235128
1111,14598,2007,2007,4,894,1933,2,4,4,1,3,3.0,18,214000
1112,11957,2006,2006,4,1574,1574,2,3,4,1,1,3.0,104,232000
1113,13253,2006,2006,4,1578,1578,2,3,4,1,1,3.0,26,240000
1114,14587,2008,2008,4,1506,1506,2,2,5,1,1,2.0,174,264132
1115,10206,2007,2007,3,1563,1563,2,3,4,1,1,3.0,99,245000
1116,12274,2008,2008,4,1428,1428,2,3,5,0,1,2.0,60,227680
1117,9801,2007,2007,4,1341,1861,3,3,4,1,3,3.0,60,257000
1118,9428,2007,2008,4,955,1874,2,3,4,1,1,3.0,108,297900
1119,10037,2006,2007,4,1460,1460,2,3,4,1,1,2.0,20,247000
1120,8640,2007,2008,4,1372,1372,2,3,4,0,1,2.0,113,212700
1121,8640,2007,2008,4,1372,1372,2,3,4,0,1,2.0,140,250580
1122,11639,2007,2008,4,1428,1428,2,3,4,0,1,2.0,120,182000
1123,9803,2005,2005,4,866,1768,2,3,4,0,1,2.0,108,226700
1124,9375,2003,2004,4,1053,1992,2,3,4,1,1,2.0,45,250000
1125,10625,2005,2005,4,1026,1958,2,3,4,1,1,3.0,210,250000
1126,10800,2007,2008,4,1050,2078,2,3,5,1,1,3.0,102,339750
1127,8125,2007,2007,4,822,1665,2,3,4,0,1,2.0,0,205950
1128,10625,2007,2007,4,1660,1660,2,3,4,1,1,3.0,120,256000
1129,7500,2007,2008,4,1218,1218,2,2,4,0,1,2.0,168,230348
1130,8791,2003,2003,4,864,1728,2,3,4,0,1,2.0,56,207500
1131,7500,2004,2005,3,1080,1080,1,3,4,0,6,0.0,0,141000
1132,10110,2003,2003,4,835,1696,2,3,4,0,1,2.0,66,188000
1133,12774,2003,2004,4,835,1663,2,3,4,0,1,2.0,68,192500
1134,13072,2005,2006,3,1175,1175,1,3,4,0,6,0.0,90,146000
1135,13695,2004,2004,3,1114,1114,1,3,4,0,5,2.0,102,159000
1136,13695,2003,2004,3,1114,1114,1,3,4,0,5,2.0,78,155000
1137,8366,2004,2004,4,798,1640,2,3,4,0,1,2.0,45,173000
1138,9260,2007,2007,4,1162,1162,2,3,4,0,1,2.0,32,170000
1139,8453,1995,1995,4,754,1609,2,3,4,0,1,2.0,70,182000
1140,8480,1993,1994,4,886,1680,2,3,4,0,1,2.0,96,163000
1141,8125,1994,1998,3,1679,1679,2,3,4,1,1,2.0,42,193500
1142,14565,1994,1995,4,832,1657,2,3,4,0,1,2.0,74,189000
1143,8450,2001,2001,4,827,1677,2,3,4,0,1,2.0,68,190500
1144,8285,1992,1992,4,844,1737,2,3,4,0,1,2.0,85,175000
1145,7153,1991,1991,3,1294,1294,2,3,4,0,1,2.0,51,179200
1146,9291,1993,1993,4,832,1710,2,3,4,0,1,2.0,70,187000
1147,8012,1993,1994,4,1617,1617,2,2,4,1,1,2.0,69,193000
1148,7892,1993,1993,4,1199,1199,2,2,4,0,1,2.0,63,153900
1149,9100,1963,1963,3,984,984,1,3,3,1,1,1.0,56,128000
1150,12968,1962,1962,3,912,912,1,2,3,0,5,1.0,176,144000
1151,8100,1961,2007,3,864,864,1,3,4,1,5,1.0,0,135000
1152,8450,1968,1968,3,890,890,1,3,3,0,5,1.0,0,115000
1153,6360,1963,1963,3,864,864,1,3,3,0,1,1.0,0,119916
1154,6768,1961,1996,3,912,912,1,3,4,0,5,1.0,0,142000
1155,19508,1974,1974,3,1430,1430,2,3,3,2,1,2.0,273,192000
1156,10759,1972,1972,3,1001,1641,2,4,3,1,5,2.0,92,140000
1157,9205,1990,1991,4,1364,2683,2,4,4,2,1,2.0,447,290000
1158,11025,1993,1994,4,1827,2786,2,4,4,1,1,2.0,49,372500
1159,4282,2004,2004,4,1391,1391,2,2,4,0,1,2.0,158,196000
1160,4017,2006,2007,4,625,1250,2,2,4,0,5,2.0,54,171900
1161,3435,2004,2005,4,1245,1245,2,1,4,0,1,2.0,100,178000
1162,3180,2005,2005,4,600,1200,2,2,4,0,5,2.0,166,165000
1163,3180,2007,2007,4,703,1392,2,2,4,0,5,2.0,102,146000
1164,3604,2007,2007,4,703,1392,2,2,4,0,5,2.0,102,146000
1165,2280,1999,1999,3,757,1501,2,3,3,0,5,2.0,0,179400
1166,2280,1999,1999,3,757,1549,2,3,3,0,5,2.0,32,172900
1167,4765,2000,2000,4,1638,1638,2,2,5,1,1,2.0,68,300000
1168,4538,2001,2001,4,1310,1310,1,1,4,1,1,2.0,45,285000
1169,4385,2001,2001,4,1419,1419,1,2,5,1,1,2.0,58,290000
1170,4109,1999,2000,4,1557,1557,2,2,5,1,1,2.0,113,305000
1171,5119,1999,2000,4,1709,1709,2,2,4,1,1,2.0,65,328900
1172,2160,1999,2000,4,624,1252,2,2,4,0,5,2.0,48,160000
1173,2160,1999,2000,4,684,1404,2,3,4,0,5,2.0,0,170000
1174,10646,2001,2001,3,872,1789,2,3,3,1,1,2.0,0,223000
1175,2645,1999,1999,4,962,1586,2,3,4,0,5,2.0,0,170000
1176,2645,1999,2000,4,962,1607,2,3,4,0,5,2.0,0,200000
1177,3951,1998,1999,5,1469,2393,2,2,5,1,1,2.0,184,345000
1178,14963,1996,1996,4,1288,1288,1,1,5,2,1,2.0,254,245500
1179,11064,1995,1995,4,1239,1239,1,1,4,1,1,2.0,24,217500
1180,10846,1993,1993,4,1719,1719,1,1,4,2,1,2.0,30,324000
1181,11120,1984,1984,3,1232,1232,2,3,3,0,1,2.0,0,162500
1182,24572,1977,1977,4,1599,2944,2,3,4,1,1,3.0,86,150000
1183,16280,1976,2007,5,1671,1671,3,3,5,1,1,2.0,90,290000
1184,7500,2002,2002,4,952,1812,2,3,3,1,1,2.0,112,205000
1185,10400,1970,1970,3,1682,1682,2,3,3,1,1,2.0,0,174000
1186,11104,1969,1969,3,1427,1427,2,4,3,0,1,2.0,216,183000
1187,11050,1968,1968,3,1740,1740,1,4,3,1,1,2.0,192,150000
1188,11040,1971,2004,4,1258,1258,2,3,4,0,1,2.0,216,145000
1189,15387,1967,1967,3,1620,1620,2,4,4,1,1,2.0,254,215000
1190,9750,1965,1965,3,1625,1625,2,4,3,0,5,2.0,0,140500
1191,10800,1974,1997,3,1548,2614,2,4,3,1,1,2.0,243,240000
1192,8814,1968,1968,3,732,1464,1,4,3,0,1,2.0,40,141000
1193,8872,1965,2008,3,912,912,1,2,4,0,5,2.0,240,147000
1194,8125,1965,2005,4,925,925,1,3,3,0,5,2.0,0,135000
1195,11072,1965,1965,3,1728,1728,2,6,3,0,5,2.0,0,145000
1196,13101,1965,1965,3,1728,1728,2,6,3,0,5,2.0,0,142600
1197,9246,1973,1973,3,1656,1656,2,4,3,0,5,2.0,211,135000
1198,13355,1971,1971,3,845,1670,1,4,3,0,1,2.0,0,170000
1199,8963,1976,1996,5,1175,2715,3,4,4,2,3,2.0,204,299800
1200,9120,1974,1974,4,943,1876,2,4,4,1,1,2.0,69,185000
1201,9130,1966,2000,3,800,1632,1,4,4,0,1,2.0,40,173000
1202,12122,1961,2007,5,999,999,1,3,5,0,1,2.0,76,178400
1203,9900,1968,1968,3,1098,1978,2,4,3,1,1,2.0,43,176000
1204,7785,1956,1956,3,1014,1014,1,2,3,0,1,1.0,240,98000
1205,8593,1957,1957,3,907,907,1,3,3,0,5,1.0,0,109008
1206,8475,1956,1956,3,952,952,1,2,3,0,5,1.0,0,135750
1207,8700,1963,1963,3,1128,1128,2,3,3,0,1,2.0,143,155000
1208,10175,1964,1964,3,1425,1425,2,3,3,1,1,2.0,407,180500
1209,9020,1966,1966,3,1165,1165,1,3,3,0,1,2.0,129,174900
1210,9200,1965,1965,3,1136,1136,1,3,3,1,1,1.0,0,140000
1211,8250,1964,1964,3,1092,1092,1,3,3,0,1,2.0,0,145000
1212,9350,1965,1999,3,1265,1265,2,3,4,1,1,2.0,188,179900
1213,9020,1964,1964,3,1350,1350,1,3,3,0,1,2.0,0,168500
1214,9900,1961,1961,3,1114,1114,1,3,3,0,1,2.0,164,140000
1215,10007,1959,2006,4,1053,1053,1,3,4,0,1,1.0,0,145500
1216,10721,1959,1959,4,1252,1252,1,3,4,0,5,2.0,39,142000
1217,12493,1960,1960,3,1100,1100,1,3,3,1,1,1.0,0,141000
1218,11332,1960,2000,3,1118,1118,1,3,4,0,1,1.0,0,153000
1219,6627,1949,1950,3,720,720,1,2,3,0,5,1.0,0,72500
1220,4130,1935,2003,4,729,729,1,2,3,0,6,0.0,0,52000
1221,7420,1939,1950,3,1077,1077,1,2,3,2,1,1.0,4,118000
1222,4882,1937,1950,3,453,906,1,2,3,0,2,1.0,0,87000
1223,9600,1960,1960,2,1496,1496,2,3,4,0,1,2.0,22,141500
1224,9600,1950,1950,3,1032,1252,1,3,3,0,1,1.0,96,119000
1225,9600,1950,2006,3,1337,1337,1,3,4,1,1,1.0,192,141500
1226,9600,1955,1996,3,1661,1661,1,3,4,1,3,1.0,206,165500
1227,7584,1953,1953,3,1036,1036,1,3,3,0,1,1.0,24,112900
1228,13700,1965,1988,3,902,1820,1,4,4,2,1,2.0,357,201800
1229,10197,1961,1961,3,1362,1362,1,3,3,1,1,2.0,20,163000
1230,7875,1961,1961,3,1144,1144,1,3,3,0,1,2.0,0,139950
1231,8400,1962,2005,4,1537,1537,1,3,4,1,1,2.0,36,174000
1232,9150,1962,1962,3,1431,1431,1,3,3,1,2,1.0,110,165000
1233,14670,1966,1999,4,1104,1988,2,4,4,1,1,2.0,230,227000
1234,7390,1955,1955,3,1098,1098,1,3,3,0,1,1.0,0,135000
1235,9204,1963,1963,3,1144,1144,1,3,3,0,5,1.0,88,124000
1236,7763,1962,1980,3,1283,1283,1,3,3,0,5,2.0,0,140000
1237,8856,1957,1957,3,1176,1176,1,3,3,2,1,1.0,183,136500
1238,9840,1959,1998,3,1440,1440,2,2,4,0,1,1.0,256,185000
1239,9120,1958,1958,3,1261,1261,1,3,3,1,1,2.0,288,163000
1240,13200,1958,1958,3,1570,1570,1,3,3,1,1,2.0,0,166800
1241,9000,1956,1956,3,1196,1196,1,2,3,1,1,1.0,44,139000
1242,11900,1957,1957,3,1392,1392,1,3,3,2,1,2.0,192,166000
1243,9464,1958,1958,3,1080,1080,1,3,3,0,1,1.0,130,136000
1244,10425,1956,1958,3,1104,1104,1,3,3,0,1,1.0,0,133000
1245,11556,1952,1952,3,882,882,1,2,4,0,1,1.0,0,116000
1246,9373,1953,1953,3,1152,1152,1,3,3,0,5,2.0,0,137500
1247,12774,1953,1953,3,950,950,1,2,3,0,5,2.0,32,130000
1248,14250,1957,1957,3,1790,1790,2,3,3,2,1,2.0,40,180000
1249,7350,1951,1951,3,952,952,1,2,3,0,5,2.0,0,139000
1250,7677,1953,1953,3,773,773,1,2,3,0,1,1.0,0,110000
1251,8838,1957,1982,3,1764,1764,2,4,3,1,1,1.0,72,100000
1252,8480,1947,1950,3,832,1216,1,2,3,0,5,1.0,102,118500
1253,12436,1957,1957,3,1824,1824,2,5,3,0,5,2.0,0,146000
1254,10122,1948,1950,3,869,869,1,1,3,0,5,1.0,66,89900
1255,7506,1925,1950,3,747,1159,1,3,3,0,5,1.0,96,114000
1256,10930,1945,1950,3,1048,1558,1,3,3,1,1,1.0,0,140000
1257,5400,1940,2005,4,672,672,1,2,3,0,5,1.0,108,86900
1258,10836,1922,1950,3,1254,1436,1,3,3,1,5,4.0,100,139000
1259,10800,1900,2000,3,694,1294,2,3,3,0,6,0.0,324,106250
1260,9247,1962,1962,3,858,1716,1,4,3,1,1,2.0,204,171000
1261,10180,1968,1968,3,1044,1044,1,3,3,1,1,2.0,48,139000
1262,11355,1958,2001,3,1312,1312,1,3,3,1,1,2.0,448,186000
1263,10920,1960,1960,3,1253,1253,1,2,3,1,1,1.0,389,157000
1264,12929,1960,1993,3,1081,1081,1,3,3,0,4,1.0,82,148000
1265,27650,1960,2007,3,2069,2069,2,4,4,1,1,2.0,0,242000
1266,8892,1953,1996,4,910,910,1,3,4,0,1,2.0,150,116000
1267,7200,1951,1951,3,876,876,1,2,3,1,5,2.0,0,94000
1268,7200,1950,1950,3,1048,1048,1,3,3,0,5,2.0,27,98300
1269,7910,1960,1960,3,1507,1507,2,4,3,0,2,1.0,0,127000
1270,8000,1959,1959,3,1256,1256,1,3,4,0,1,1.0,240,159000
1271,8000,1962,1962,3,1027,1027,1,3,3,0,1,1.0,0,125900
1272,7931,1960,1960,3,1269,1269,1,3,3,1,5,1.0,0,155000
1273,8064,1948,1950,3,819,1320,2,3,3,0,5,2.0,0,138000
1274,6390,1954,1954,3,984,984,1,2,3,0,5,1.0,0,112500
1275,7227,1954,1954,3,832,832,1,2,4,0,5,2.0,0,105500
1276,7200,1954,1954,3,854,1278,1,4,3,0,1,1.0,0,127500
1277,8513,1961,1961,3,1800,1800,2,6,3,0,6,0.0,0,130000
1278,7200,1955,1967,3,1024,1588,1,3,3,0,5,2.0,0,150000
1279,7200,1954,1954,3,825,825,1,2,3,0,1,1.0,0,109500
1280,7056,1963,1963,3,983,1796,1,4,3,1,1,2.0,50,140000
1281,9760,1964,1964,3,798,1611,1,4,3,0,1,2.0,317,167900
1282,7590,1963,1963,3,1117,1117,1,3,3,0,1,1.0,0,136870
1283,9836,2008,2008,3,1133,1133,1,3,3,0,5,1.0,175,143000
1284,5232,1925,2004,3,764,764,1,2,3,0,5,2.0,0,73000
1285,10440,1904,2002,3,958,1539,2,3,4,1,5,2.0,146,157500
1286,9184,1948,2005,3,948,1323,1,3,3,0,5,2.0,0,122600
1287,4800,1910,2003,3,680,1360,1,2,3,0,1,1.0,50,111000
1288,10440,1920,1950,4,1584,2792,2,5,3,2,5,2.0,1027,256000
1289,4800,1940,1950,3,672,672,1,2,3,0,5,1.0,0,64000
1290,6000,1915,2005,4,728,1456,1,4,4,0,5,1.0,248,139500
1291,11426,1910,1996,3,828,1594,2,3,3,0,6,0.0,281,118000
1292,11426,2003,2003,3,1362,2082,2,3,4,0,5,2.0,238,200000
1293,7628,1940,1985,3,1095,1656,2,2,3,0,5,2.0,0,119164
1294,7308,1920,1950,2,960,1740,1,2,5,1,5,1.0,236,122250
1295,5400,1920,2006,4,1027,1027,1,2,4,1,6,0.0,28,120000
1296,10800,1940,1950,3,884,1436,2,3,3,2,5,2.0,126,155000
1297,6756,1910,1950,3,899,899,1,2,3,0,5,1.0,96,78000
1298,5914,1890,1996,3,684,1080,1,3,4,0,6,0.0,195,95000
1299,6000,1948,1950,3,789,789,1,2,3,0,5,1.0,0,115000
1300,12000,1948,2005,3,1122,1122,1,2,4,0,1,2.0,36,147000
1301,9000,1946,1950,3,904,1499,1,3,3,1,5,3.0,20,140000
1302,7311,1946,1950,3,407,407,1,1,3,0,5,1.0,120,46500
1303,6000,1957,1957,3,928,928,1,3,3,0,1,1.0,0,112500
1304,6000,1954,2000,3,901,901,1,2,3,0,5,1.0,0,107900
1305,12205,1949,1992,3,1588,1588,2,5,3,0,6,0.0,0,65000
1306,18386,1880,2002,3,1675,3493,3,3,4,1,1,3.0,0,295000
1307,9142,1900,2006,3,830,1627,2,4,3,0,5,2.0,60,139500
1308,12665,1915,1950,3,876,1416,1,4,3,1,5,3.0,194,153900
1309,5350,1920,1965,3,730,1450,1,3,3,0,5,1.0,192,132000
1310,4571,1916,1950,3,624,1344,1,4,3,0,5,3.0,96,98000
1311,9143,1900,2003,3,709,1017,1,2,3,0,5,1.0,139,114000
1312,9600,1920,1960,3,1377,2350,2,4,3,0,0,2.0,219,130000
1313,9600,1917,1950,3,1134,2058,1,3,3,1,5,2.0,259,129500
1314,6000,1905,2005,4,884,1540,1,3,4,0,6,0.0,77,129400
1315,9600,1928,2005,3,689,1378,2,3,4,1,5,2.0,116,161000
1316,10800,1905,2000,3,1221,1912,2,3,3,1,5,2.0,237,163000
1317,6300,1914,2001,3,742,1484,2,3,3,1,6,0.0,425,128000
1318,5250,1872,1987,3,938,2358,2,4,3,0,6,0.0,74,122000
1319,5700,1926,1950,3,572,1111,1,2,3,1,5,1.0,176,116900
1320,13500,1893,2000,5,1521,2775,3,3,4,1,5,2.0,502,325000
1321,11340,1920,1950,2,723,1086,1,2,3,0,5,2.0,168,55000
1322,10800,1890,1999,3,1313,2495,2,5,3,1,5,2.0,299,184000
1323,9750,1959,1959,3,984,984,1,2,2,0,5,1.0,0,110000
1324,12150,1954,1954,3,1050,1795,2,4,3,0,1,1.0,0,131500
1325,12702,1956,1956,3,882,882,1,2,3,0,5,1.0,45,97000
1326,8516,1958,2006,3,1093,1093,1,2,3,0,5,1.0,0,115500
1327,7111,1928,1983,4,1143,1143,1,2,3,1,5,1.0,0,138000
1328,7425,1945,1950,3,1195,1668,1,3,4,0,1,1.0,0,108000
1329,9100,1930,1960,3,779,935,1,2,3,0,5,1.0,0,79500
1330,7010,1935,1950,3,1144,1738,2,3,3,1,5,1.0,30,153000
1331,6130,1924,1950,3,784,784,1,2,4,0,6,0.0,116,109500
1332,5000,1941,2006,3,832,1210,1,3,4,0,5,1.0,0,124000
1333,5870,1900,2000,3,736,1290,1,3,3,0,5,1.0,112,106900
1334,6000,1940,1989,3,1014,1672,1,3,4,1,5,1.0,11,164900
1335,6000,1924,2003,3,949,949,1,2,3,1,5,2.0,48,119000
1336,6000,1929,1950,3,950,1158,1,3,3,1,3,1.0,112,120000
1337,6000,1937,2000,3,825,1497,2,3,3,0,5,1.0,0,157000
1338,6000,1939,1950,3,874,1342,2,2,3,1,5,1.0,0,105000
1339,5000,1926,1950,3,1013,1013,1,3,3,0,5,1.0,101,113000
1340,5520,1920,1997,3,565,1216,1,3,3,1,3,1.0,180,115000
1341,5940,1946,1950,3,896,896,1,2,3,0,5,1.0,0,79000
1342,6240,1929,1950,3,624,1136,1,2,3,0,5,1.0,445,123000
1343,6120,1945,1995,3,808,808,1,1,3,0,1,1.0,48,81300
1344,6240,1930,1992,3,1128,1573,2,3,3,1,5,2.0,0,162900
1345,6240,1939,1950,3,1245,2009,2,4,3,1,5,2.0,20,150000
1346,6120,1923,1950,3,1226,1902,2,4,3,0,5,2.0,194,123500
1347,6120,1931,1950,3,1022,1774,2,2,3,2,5,2.0,205,129900
1348,6155,1920,1999,3,751,1362,2,3,3,0,5,2.0,84,128000
1349,6324,1927,1950,3,520,520,1,1,2,0,5,1.0,87,68500
1350,8635,1948,2001,3,1072,1285,1,2,3,0,5,1.0,0,127000
1351,13053,1923,2000,3,1053,1848,1,4,4,1,5,2.0,220,207000
1352,9120,1925,1950,3,1133,1820,2,4,3,0,5,1.0,100,184000
1353,9144,1915,2004,3,1170,1716,2,4,4,0,5,2.0,195,162500
1354,9144,1940,1982,3,988,1505,1,3,3,0,5,1.0,0,145000
1355,10267,1918,2000,3,838,838,1,2,2,0,5,1.0,112,130000
1356,8094,1910,1983,3,1242,1984,2,5,3,0,5,1.0,180,160000
1357,5100,1925,1996,3,833,1666,1,3,4,1,5,1.0,63,161000
1358,4347,1910,1950,4,825,1609,1,3,3,0,5,1.0,182,127500
1359,6291,1930,1950,4,768,768,1,1,3,0,5,2.0,84,93850
1360,10266,1952,1952,3,768,1536,1,4,3,0,5,1.0,296,136000
1361,6876,1938,1958,3,1272,1969,2,4,3,1,5,2.0,34,141000
1362,10320,1915,1978,3,880,1308,2,2,3,0,5,2.0,117,120000
1363,7200,1925,1992,3,1040,1040,1,2,3,0,5,2.0,132,127500
1364,7006,1925,1950,3,788,1236,2,3,3,1,5,1.0,0,127000
1365,7920,1920,1950,3,1035,1406,1,3,2,0,6,0.0,144,89500
1366,8235,1955,1995,3,825,825,1,2,3,0,5,2.0,50,125000
1367,5586,1920,1998,3,1088,1198,1,4,3,0,6,0.0,98,79900
1368,10320,1912,1991,3,759,759,1,1,3,0,5,2.0,0,85000
1369,10320,1915,1950,2,808,1344,2,3,3,0,6,0.0,204,82375
1370,10320,1906,1995,3,756,1469,1,3,3,0,5,1.0,239,135000
1371,9488,1947,1993,4,1054,1054,1,3,3,0,5,1.0,182,124000
1372,8250,1968,1968,3,1211,1211,1,3,3,1,1,1.0,63,134000
1373,21286,1948,1950,3,720,1271,2,4,3,1,1,1.0,108,135000
1374,17120,1959,1959,3,1120,1588,2,4,3,1,5,2.0,59,134432
1375,10106,1940,1999,3,808,1355,2,4,3,0,6,0.0,0,127500
1376,11235,1963,1963,3,1075,1075,1,3,4,0,5,2.0,64,148000
1377,11200,1965,1965,3,1040,1040,1,3,3,0,5,1.0,0,129500
1378,13014,1978,1978,3,1096,1096,1,3,3,1,1,2.0,0,157500
1379,7162,1966,1966,3,904,904,1,3,3,0,1,1.0,0,109900
1380,10265,1967,2005,3,992,992,1,3,4,0,1,1.0,0,145000
1381,9764,1967,2003,3,894,894,1,3,4,0,1,2.0,0,130000
1382,7703,1978,1978,3,1034,1034,1,3,3,1,2,2.0,0,153000
1383,9981,1967,1967,3,1073,1073,1,3,3,0,1,1.0,90,120000
1384,7400,1984,1984,3,1126,1126,1,2,3,0,1,2.0,0,152000
1385,12900,1969,1969,3,1258,1258,0,0,3,0,4,2.0,0,108959
1386,12900,1920,1950,3,1140,1140,1,3,3,0,4,2.0,190,95541
1387,9000,1959,1959,3,1006,1006,1,3,3,0,6,0.0,24,80000
1388,8544,1966,2006,3,1228,1228,1,3,4,0,1,1.0,65,149350
1389,9239,1963,2003,3,960,960,1,3,4,0,1,1.0,0,144900
1390,14175,1956,1956,3,1188,1188,1,1,3,1,1,2.0,320,185000
1391,13284,1954,1954,3,1383,1383,1,3,3,1,1,1.0,116,165000
1392,13500,1960,1975,3,1252,1252,1,1,3,1,1,2.0,0,235000
1393,13825,1958,1987,3,1021,1601,1,3,3,0,3,1.0,34,140000
1394,10200,1940,1997,3,672,672,1,2,3,0,5,1.0,0,108000
1395,10532,1960,1960,3,1721,1721,2,3,3,2,2,2.0,84,145000
1396,8375,1941,1973,3,864,1350,1,2,4,0,0,3.0,0,152400
1397,10200,1970,1970,3,904,904,1,3,4,0,0,3.0,0,144000
1398,2887,1996,1997,3,1291,1291,1,2,4,1,1,2.0,0,173000
1399,10005,1977,1977,3,1156,2022,2,4,3,1,1,2.0,117,192000
1400,20270,1979,1979,3,1524,1524,2,3,3,2,1,2.0,0,245000
1401,39104,1954,2005,3,1363,1363,1,2,3,2,1,2.0,0,241500
1402,53227,1954,1994,3,1663,1663,1,2,4,2,1,2.0,137,256000
1403,11512,1959,2006,3,1357,1357,1,2,5,1,2,1.0,163,177000
1404,5190,1948,1950,3,617,1079,1,2,3,1,1,1.0,0,125600
1405,10452,1953,1953,3,1094,1094,1,3,3,2,1,2.0,287,155000
1406,45600,1908,1997,3,1307,2358,3,5,3,1,5,2.0,215,240000
1407,19550,1940,2007,3,1518,1518,1,2,2,2,6,0.0,39,260000
1408,21780,1918,1950,3,1163,1674,2,4,3,1,5,2.0,180,185000
1409,13728,1935,1986,3,1236,2108,2,4,4,2,2,2.0,90,235000
1410,9571,1956,1956,3,1509,1509,1,3,4,1,1,1.0,576,159900
1411,9350,1975,1975,3,864,864,1,2,3,0,6,0.0,0,99600
1412,9360,1962,2001,4,621,1269,1,3,3,0,5,1.0,236,134500
1413,8405,1900,1950,3,961,1367,1,4,3,0,5,1.0,242,119000
1414,7000,1910,1991,3,820,1347,1,3,3,0,6,0.0,148,107500
1415,10880,1950,1950,3,1164,1164,1,3,3,0,5,1.0,48,125000
1416,9600,1924,1950,3,572,1096,1,2,3,0,6,0.0,136,79000
1417,9084,1941,1950,3,616,1111,1,3,3,0,5,1.0,0,95000
1418,11839,1990,1990,3,1532,2329,2,4,4,1,1,2.0,121,262280
1419,9771,1995,2002,4,1093,2814,2,4,4,1,3,2.0,248,260000
1420,9938,1994,1994,4,1626,1626,2,3,4,1,1,2.0,40,226500
1421,14171,1993,1994,4,1101,2200,2,4,4,1,1,2.0,98,225000
1422,10541,1996,1996,4,1302,2037,2,3,4,1,1,2.0,33,229000
1423,10616,2007,2007,4,628,1356,2,3,4,1,3,2.0,24,177439
1424,9345,2007,2007,4,1615,1615,2,3,4,1,1,3.0,30,248500
1425,11778,2008,2008,4,2276,2276,2,3,5,2,1,3.0,325,475000
1426,11778,2008,2008,5,1766,1766,2,3,5,2,1,3.0,36,395039
1427,11228,1993,1993,4,1080,2097,2,3,4,1,1,3.0,187,228000
1428,11454,1995,1995,4,1511,1511,2,3,4,1,1,3.0,42,225000
1429,11500,1966,1966,3,1643,1643,2,2,3,1,1,2.0,0,195000
1430,12798,1997,1997,3,616,1688,2,4,4,0,1,2.0,299,200000
1431,9750,1994,1994,3,990,990,1,3,3,0,5,2.0,0,155000
1432,9525,1995,2006,3,1099,1099,1,3,4,0,1,1.0,0,144000
1433,9245,1994,1995,3,990,990,1,3,3,0,5,2.0,0,145000
1434,8696,1997,1998,3,1418,1418,2,3,4,1,1,2.0,110,226001
1435,13142,1997,1997,3,872,1771,2,3,4,0,1,2.0,96,215700
1436,8998,2000,2000,4,782,1652,2,3,4,0,1,2.0,70,207500
1437,9179,1999,1999,4,882,1790,2,3,4,0,1,2.0,88,193000
1438,8924,1998,1999,3,880,1724,2,3,4,0,1,2.0,155,188000
1439,9382,1999,2000,4,1479,1479,2,3,4,0,1,2.0,25,191000
1440,12803,2002,2002,4,1494,1494,2,3,4,1,1,2.0,36,221000
1441,12435,2001,2001,4,963,1792,2,3,4,1,1,2.0,341,231500
1442,12192,2000,2001,4,928,1823,2,3,4,0,1,2.0,36,235000
1443,11250,2001,2002,4,920,1786,2,3,4,1,1,2.0,42,223500
1444,9200,1975,1980,3,938,938,1,3,3,0,5,1.0,0,130250
1445,8385,1977,1977,4,985,985,2,3,3,0,1,1.0,0,149900
1446,12250,1978,1978,3,1174,1174,1,3,3,0,1,2.0,280,158000
1447,10970,1978,1978,3,1026,1026,1,3,3,0,5,2.0,34,147000
1448,9216,1975,1975,3,1076,1076,1,3,3,1,5,2.0,0,143195
1449,14330,1975,2001,3,1558,1558,2,2,3,0,1,2.0,466,163000
1450,7990,1975,1975,3,924,924,1,3,3,0,5,1.0,0,110000
1451,7180,1972,1972,3,864,864,1,3,3,0,5,1.0,0,127000
1452,7200,1972,1972,3,780,780,1,2,3,0,5,1.0,0,124900
1453,9742,2002,2002,4,1795,1795,2,3,4,1,1,2.0,159,230000
1454,9473,2002,2002,4,1128,2031,2,3,4,1,1,2.0,211,237000
1455,10316,2000,2000,4,992,1865,2,3,4,1,1,3.0,184,235000
1456,10400,2001,2001,4,1290,2161,2,3,4,1,1,2.0,84,230500
1457,9066,1999,2000,4,1004,1852,2,3,4,2,1,3.0,106,230000
1458,11404,1998,1999,4,1153,2031,2,3,4,1,1,2.0,84,222500
1459,9240,2001,2002,4,1055,2263,2,3,4,1,3,2.0,234,287000
1460,9720,2001,2002,4,1366,1947,2,3,4,1,3,3.0,116,274000
1461,14860,2002,2003,4,1786,1786,2,3,4,1,1,3.0,35,300000
1462,11250,2002,2002,4,1149,2290,2,4,4,1,1,2.0,0,255900
1463,8158,2003,2003,4,884,1768,2,3,4,0,1,2.0,63,224900
1464,10905,2003,2003,4,1129,2327,2,4,4,1,3,2.0,57,240000
1465,7226,2003,2003,4,798,1640,2,3,4,0,1,2.0,45,183000
1466,11690,1999,2000,4,886,1764,2,3,4,1,1,2.0,29,207000
